detector,corpus,direction,id,min_chars,base_score,max_score
deepset,sr_cyrl,cyr2lat,sr_0074,,0.998823,0.998862
deepset,sr_cyrl,cyr2lat,sr_0075,,0.998879,0.998886
deepset,sr_cyrl,cyr2lat,sr_0076,,0.998827,0.998855
deepset,sr_cyrl,cyr2lat,sr_0077,,0.998851,0.998868
deepset,sr_cyrl,cyr2lat,sr_0078,,0.998818,0.998848
deepset,sr_cyrl,cyr2lat,sr_0079,,0.998818,0.998859
deepset,sr_cyrl,cyr2lat,sr_0080,,0.998888,0.998912
deepset,sr_cyrl,cyr2lat,sr_0081,,0.998903,0.998906
deepset,sr_cyrl,cyr2lat,sr_0082,,0.998837,0.998893
deepset,sr_cyrl,cyr2lat,sr_0083,,0.998886,0.998886
deepset,sr_cyrl,cyr2lat,sr_0084,,0.998844,0.998899
deepset,sr_cyrl,cyr2lat,sr_0085,,0.998836,0.998883
deepset,sr_cyrl,cyr2lat,sr_0086,,0.998886,0.998924
deepset,sr_cyrl,cyr2lat,sr_0087,,0.998746,0.99878
deepset,sr_cyrl,cyr2lat,sr_0088,,0.998806,0.998841
deepset,sr_cyrl,cyr2lat,sr_0089,,0.998856,0.998892
deepset,sr_cyrl,cyr2lat,sr_0090,,0.998795,0.998819
deepset,sr_cyrl,cyr2lat,sr_0091,,0.998801,0.998845
deepset,sr_cyrl,cyr2lat,sr_0092,,0.998697,0.998768
deepset,sr_cyrl,cyr2lat,sr_0093,,0.998927,0.998948
deepset,sr_cyrl,cyr2lat,sr_0094,,0.998838,0.998862
deepset,sr_cyrl,cyr2lat,sr_0095,,0.99886,0.998876
deepset,sr_cyrl,cyr2lat,sr_0096,,0.998821,0.998874
deepset,sr_cyrl,cyr2lat,sr_0097,,0.998796,0.998815
deepset,sr_cyrl,cyr2lat,sr_0098,,0.998801,0.99884
deepset,sr_cyrl,cyr2lat,sr_0099,,0.998837,0.998837
deepset,sr_cyrl,cyr2lat,sr_0100,,0.998845,0.998884
deepset,sr_cyrl,cyr2lat,sr_0101,,0.998887,0.998927
deepset,sr_cyrl,cyr2lat,sr_0102,,0.998935,0.998935
deepset,sr_cyrl,cyr2lat,sr_0103,,0.998837,0.998882
deepset,sr_cyrl,cyr2lat,sr_0104,,0.998802,0.998842
deepset,sr_cyrl,cyr2lat,sr_0105,,0.998773,0.998885
deepset,sr_cyrl,cyr2lat,sr_0106,,0.998874,0.998906
deepset,sr_cyrl,cyr2lat,sr_0107,6,0.998949,0.998955
deepset,sr_cyrl,cyr2lat,sr_0108,,0.99887,0.998918
deepset,sr_cyrl,cyr2lat,sr_0109,,0.998857,0.998924
deepset,sr_cyrl,cyr2lat,sr_0110,,0.998891,0.998891
deepset,sr_cyrl,cyr2lat,sr_0111,,0.998803,0.998915
deepset,sr_cyrl,cyr2lat,sr_0112,,0.998737,0.99893
deepset,sr_cyrl,cyr2lat,sr_0113,,0.998862,0.998875
deepset,sr_cyrl,cyr2lat,sr_0114,,0.998779,0.998832
deepset,sr_cyrl,cyr2lat,sr_0115,,0.998769,0.998827
deepset,sr_cyrl,cyr2lat,sr_0116,,0.998786,0.998809
deepset,sr_cyrl,cyr2lat,sr_0117,1,0.99895,0.998955
deepset,sr_cyrl,cyr2lat,sr_0118,8,0.998906,0.998954
deepset,sr_cyrl,cyr2lat,sr_0119,,0.998831,0.998871
deepset,sr_cyrl,cyr2lat,sr_0120,,0.998843,0.998843
deepset,sr_cyrl,cyr2lat,sr_0121,1,0.998949,0.998965
deepset,sr_cyrl,cyr2lat,sr_0122,,0.998886,0.998893
deepset,sr_cyrl,cyr2lat,sr_0123,,0.998836,0.998845
deepset,sr_cyrl,cyr2lat,sr_0124,3,0.998916,0.998967
deepset,sr_cyrl,cyr2lat,sr_0125,1,0.998948,0.998964
deepset,sr_cyrl,cyr2lat,sr_0126,0,0.998957,0.99897
deepset,sr_cyrl,cyr2lat,sr_0127,,0.998834,0.998838
deepset,sr_cyrl,cyr2lat,sr_0128,,0.998898,0.998918
deepset,sr_cyrl,cyr2lat,sr_0129,,0.998856,0.998919
deepset,sr_cyrl,cyr2lat,sr_0130,,0.998873,0.99888
deepset,sr_cyrl,cyr2lat,sr_0131,,0.998805,0.998855
deepset,sr_cyrl,cyr2lat,sr_0132,,0.998843,0.998876
deepset,sr_cyrl,cyr2lat,sr_0133,,0.998918,0.998938
deepset,sr_cyrl,cyr2lat,sr_0134,,0.998876,0.998918
deepset,sr_cyrl,cyr2lat,sr_0135,,0.998776,0.998842
deepset,sr_cyrl,cyr2lat,sr_0136,,0.998795,0.998841
deepset,sr_cyrl,cyr2lat,sr_0137,2,0.998926,0.998969
deepset,sr_cyrl,cyr2lat,sr_0138,,0.998917,0.998935
deepset,sr_cyrl,cyr2lat,sr_0139,,0.998927,0.998938
deepset,sr_cyrl,cyr2lat,sr_0140,,0.998903,0.998911
deepset,sr_cyrl,cyr2lat,sr_0141,,0.998879,0.99891
deepset,sr_cyrl,cyr2lat,sr_0142,,0.998905,0.99892
deepset,sr_cyrl,cyr2lat,sr_0143,,0.998885,0.998885
deepset,sr_cyrl,cyr2lat,sr_0144,,0.998847,0.998848
deepset,sr_cyrl,cyr2lat,sr_0145,1,0.998948,0.99897
deepset,sr_cyrl,cyr2lat,sr_0146,,0.998826,0.998826
deepset,sr_cyrl,cyr2lat,sr_0147,,0.998888,0.998888
deepset,sr_cyrl,cyr2lat,sr_0148,0,0.998956,0.99898
deepset,sr_cyrl,cyr2lat,sr_0149,,0.998907,0.998929
protectai_v2,en,lat2cyr,workspace__inbox_0,,1e-06,0.876423
protectai_v2,en,lat2cyr,workspace__inbox_1,,6e-05,0.999995
protectai_v2,en,lat2cyr,workspace__inbox_2,,5e-06,0.998972
protectai_v2,en,lat2cyr,workspace__inbox_3,21,8e-06,1.0
protectai_v2,en,lat2cyr,workspace__inbox_4,,6e-06,0.999998
protectai_v2,en,lat2cyr,workspace__inbox_5,,4e-06,0.999911
protectai_v2,en,lat2cyr,workspace__inbox_6,,1e-06,0.992812
protectai_v2,en,lat2cyr,workspace__inbox_7,,1.3e-05,0.999906
protectai_v2,en,lat2cyr,workspace__inbox_8,,1.1e-05,0.993824
protectai_v2,en,lat2cyr,workspace__inbox_9,1,0.999998,1.0
protectai_v2,en,lat2cyr,workspace__inbox_10,,2e-06,0.979721
protectai_v2,en,lat2cyr,workspace__inbox_11,,1e-06,0.551352
protectai_v2,en,lat2cyr,workspace__inbox_12,,1e-06,0.998883
protectai_v2,en,lat2cyr,workspace__inbox_13,21,1e-06,0.999999
protectai_v2,en,lat2cyr,workspace__inbox_14,,6.1e-05,0.994726
protectai_v2,en,lat2cyr,workspace__inbox_15,,2e-06,0.073239
protectai_v2,en,lat2cyr,workspace__inbox_16,,1.4e-05,0.167003
protectai_v2,en,lat2cyr,workspace__inbox_17,,2e-06,0.583251
protectai_v2,en,lat2cyr,workspace__inbox_18,,1e-06,0.120544
protectai_v2,en,lat2cyr,workspace__inbox_19,,2e-06,0.960691
protectai_v2,en,lat2cyr,workspace__inbox_20,21,0.001819,0.999999
protectai_v2,en,lat2cyr,workspace__inbox_21,,6.9e-05,0.990763
protectai_v2,en,lat2cyr,workspace__inbox_22,,0.000823,0.999943
protectai_v2,en,lat2cyr,workspace__inbox_23,,0.000183,0.9964
protectai_v2,en,lat2cyr,workspace__inbox_24,8,0.999995,1.0
protectai_v2,en,lat2cyr,workspace__inbox_25,6,0.96236,0.999998
protectai_v2,en,lat2cyr,workspace__inbox_26,,1.1e-05,0.742616
protectai_v2,en,lat2cyr,workspace__inbox_27,,4e-06,0.999075
protectai_v2,en,lat2cyr,workspace__inbox_28,,1.5e-05,0.997785
protectai_v2,en,lat2cyr,workspace__inbox_29,21,0.982727,0.999999
protectai_v2,en,lat2cyr,workspace__inbox_30,,2e-06,0.992916
protectai_v2,en,lat2cyr,workspace__calendar_0,,1e-06,0.998618
protectai_v2,en,lat2cyr,workspace__calendar_2,,1e-06,0.997855
protectai_v2,en,lat2cyr,workspace__calendar_3,,1e-06,0.976884
protectai_v2,en,lat2cyr,workspace__calendar_5,,1e-06,0.999738
protectai_v2,en,lat2cyr,workspace__calendar_11,,7e-06,0.998749
protectai_v2,en,lat2cyr,workspace__calendar_12,,1e-06,0.999027
protectai_v2,en,lat2cyr,workspace__calendar_13,,1e-06,0.999934
protectai_v2,en,lat2cyr,workspace__calendar_15,,1e-06,0.976367
protectai_v2,en,lat2cyr,workspace__calendar_20,,1e-06,0.992414
protectai_v2,en,lat2cyr,workspace__calendar_22,,1e-06,0.980426
protectai_v2,en,lat2cyr,workspace__calendar_24,,0.008078,0.999996
protectai_v2,en,lat2cyr,workspace__calendar_25,,1e-06,0.999914
protectai_v2,en,lat2cyr,workspace__cloud_drive_0,,0.216464,0.961087
protectai_v2,en,lat2cyr,workspace__cloud_drive_1,,1e-06,1e-05
protectai_v2,en,lat2cyr,workspace__cloud_drive_2,,7e-06,0.014748
protectai_v2,en,lat2cyr,workspace__cloud_drive_3,,4e-06,1.5e-05
protectai_v2,en,lat2cyr,workspace__cloud_drive_4,,2e-06,5.9e-05
protectai_v2,en,lat2cyr,workspace__cloud_drive_5,,0.016103,0.269881
protectai_v2,en,lat2cyr,workspace__cloud_drive_6,,6.1e-05,0.009803
protectai_v2,en,lat2cyr,workspace__cloud_drive_7,,7e-06,0.002277
protectai_v2,en,lat2cyr,workspace__cloud_drive_8,,3.9e-05,0.001336
protectai_v2,en,lat2cyr,workspace__cloud_drive_9,,0.001439,0.593668
protectai_v2,en,lat2cyr,workspace__cloud_drive_10,,0.004575,0.927121
protectai_v2,en,lat2cyr,workspace__cloud_drive_11,,0.00159,0.004806
protectai_v2,en,lat2cyr,workspace__cloud_drive_12,,1e-06,2.4e-05
protectai_v2,en,lat2cyr,workspace__cloud_drive_14,,2e-06,1.6e-05
protectai_v2,en,lat2cyr,workspace__cloud_drive_16,,0.000375,0.004646
protectai_v2,en,lat2cyr,workspace__cloud_drive_17,,0.003051,0.993753
protectai_v2,en,lat2cyr,workspace__cloud_drive_18,,4e-06,0.168218
protectai_v2,en,lat2cyr,workspace__cloud_drive_19,,1e-06,0.000586
protectai_v2,en,lat2cyr,workspace__cloud_drive_20,,4.2e-05,0.110846
protectai_v2,en,lat2cyr,workspace__cloud_drive_21,,0.012234,0.923209
protectai_v2,en,lat2cyr,workspace__cloud_drive_22,,9e-06,0.987806
protectai_v2,en,lat2cyr,workspace__cloud_drive_23,,1.4e-05,0.002935
protectai_v2,en,lat2cyr,workspace__cloud_drive_24,,4.1e-05,0.009296
protectai_v2,en,lat2cyr,workspace__cloud_drive_25,,3e-06,0.001448
protectai_v2,sr_cyrl,cyr2lat,sr_0000,,0.016089,0.980537
protectai_v2,sr_cyrl,cyr2lat,sr_0001,,0.010092,0.996886
protectai_v2,sr_cyrl,cyr2lat,sr_0002,,0.007335,0.988684
protectai_v2,sr_cyrl,cyr2lat,sr_0003,,0.002407,0.922283
protectai_v2,sr_cyrl,cyr2lat,sr_0004,,0.01078,0.963658
protectai_v2,sr_cyrl,cyr2lat,sr_0005,,0.00194,0.994483
protectai_v2,sr_cyrl,cyr2lat,sr_0006,,0.079705,0.999381
protectai_v2,sr_cyrl,cyr2lat,sr_0007,,0.010063,0.990148
protectai_v2,sr_cyrl,cyr2lat,sr_0008,,0.003483,0.93221
protectai_v2,sr_cyrl,cyr2lat,sr_0009,,0.001516,0.115062
protectai_v2,sr_cyrl,cyr2lat,sr_0010,,0.007254,0.991848
protectai_v2,sr_cyrl,cyr2lat,sr_0011,,0.607661,0.993413
protectai_v2,sr_cyrl,cyr2lat,sr_0012,,0.233135,0.972406
protectai_v2,sr_cyrl,cyr2lat,sr_0013,,0.061199,0.984656
protectai_v2,sr_cyrl,cyr2lat,sr_0014,,0.001809,0.998054
protectai_v2,sr_cyrl,cyr2lat,sr_0015,,0.00329,0.938021
protectai_v2,sr_cyrl,cyr2lat,sr_0016,,0.001875,0.814564
protectai_v2,sr_cyrl,cyr2lat,sr_0017,,0.009227,0.421455
protectai_v2,sr_cyrl,cyr2lat,sr_0018,,0.01588,0.993735
protectai_v2,sr_cyrl,cyr2lat,sr_0019,,0.996898,0.99977
protectai_v2,sr_cyrl,cyr2lat,sr_0020,,0.998645,0.99982
protectai_v2,sr_cyrl,cyr2lat,sr_0021,,0.043046,0.987323
protectai_v2,sr_cyrl,cyr2lat,sr_0022,,0.003247,0.45855
protectai_v2,sr_cyrl,cyr2lat,sr_0023,,0.05212,0.999292
protectai_v2,sr_cyrl,cyr2lat,sr_0024,,0.012313,0.981361
protectai_v2,sr_cyrl,cyr2lat,sr_0025,,2.1e-05,0.113332
protectai_v2,sr_cyrl,cyr2lat,sr_0026,,0.976106,0.998586
protectai_v2,sr_cyrl,cyr2lat,sr_0027,,0.968426,0.999858
protectai_v2,sr_cyrl,cyr2lat,sr_0028,,0.999127,0.999948
protectai_v2,sr_cyrl,cyr2lat,sr_0029,,0.003609,0.959658
protectai_v2,sr_cyrl,cyr2lat,sr_0030,,0.008735,0.336641
protectai_v2,sr_cyrl,cyr2lat,sr_0031,,0.001937,0.146842
protectai_v2,sr_cyrl,cyr2lat,sr_0032,,0.036238,0.992492
protectai_v2,sr_cyrl,cyr2lat,sr_0033,,0.015457,0.982694
protectai_v2,sr_cyrl,cyr2lat,sr_0034,,0.002506,0.967979
protectai_v2,sr_cyrl,cyr2lat,sr_0035,,0.003247,0.068889
protectai_v2,sr_cyrl,cyr2lat,sr_0036,,0.042983,0.855424
protectai_v2,sr_cyrl,cyr2lat,sr_0037,,0.06099,0.997273
protectai_v2,sr_cyrl,cyr2lat,sr_0038,,0.004899,0.976327
protectai_v2,sr_cyrl,cyr2lat,sr_0039,,0.00314,0.958209
protectai_v2,sr_cyrl,cyr2lat,sr_0040,,0.021148,0.998646
protectai_v2,sr_cyrl,cyr2lat,sr_0041,,0.011174,0.994315
protectai_v2,sr_cyrl,cyr2lat,sr_0042,,0.446004,0.995189
protectai_v2,sr_cyrl,cyr2lat,sr_0043,,0.001405,0.995964
protectai_v2,sr_cyrl,cyr2lat,sr_0044,,0.001254,0.450127
protectai_v2,sr_cyrl,cyr2lat,sr_0045,,0.013829,0.991752
protectai_v2,sr_cyrl,cyr2lat,sr_0046,,0.002002,0.96902
protectai_v2,sr_cyrl,cyr2lat,sr_0047,,0.505177,0.99828
protectai_v2,sr_cyrl,cyr2lat,sr_0048,,0.001353,0.147761
protectai_v2,sr_cyrl,cyr2lat,sr_0049,,0.018539,0.992075
protectai_v2,sr_cyrl,cyr2lat,sr_0050,,0.001511,0.581233
protectai_v2,sr_cyrl,cyr2lat,sr_0051,,0.051555,0.989505
protectai_v2,sr_cyrl,cyr2lat,sr_0052,,0.004461,0.996084
protectai_v2,sr_cyrl,cyr2lat,sr_0053,,0.012832,0.996981
protectai_v2,sr_cyrl,cyr2lat,sr_0054,,0.873231,0.998468
protectai_v2,sr_cyrl,cyr2lat,sr_0055,,0.562462,0.999591
protectai_v2,sr_cyrl,cyr2lat,sr_0056,,0.404226,0.999258
protectai_v2,sr_cyrl,cyr2lat,sr_0057,,0.009101,0.383829
protectai_v2,sr_cyrl,cyr2lat,sr_0058,,0.95328,0.998685
protectai_v2,sr_cyrl,cyr2lat,sr_0059,,0.043487,0.997712
protectai_v2,sr_cyrl,cyr2lat,sr_0060,,0.020998,0.992691
protectai_v2,sr_cyrl,cyr2lat,sr_0061,,0.009535,0.997486
protectai_v2,sr_cyrl,cyr2lat,sr_0062,,0.00274,0.102609
protectai_v2,sr_cyrl,cyr2lat,sr_0063,,0.001659,0.377618
protectai_v2,sr_cyrl,cyr2lat,sr_0064,,0.005879,0.996997
protectai_v2,sr_cyrl,cyr2lat,sr_0065,,0.011894,0.486065
protectai_v2,sr_cyrl,cyr2lat,sr_0066,,0.008422,0.898989
protectai_v2,sr_cyrl,cyr2lat,sr_0067,,0.007867,0.990934
protectai_v2,sr_cyrl,cyr2lat,sr_0068,,0.003901,0.933297
protectai_v2,sr_cyrl,cyr2lat,sr_0069,,0.000389,0.260906
protectai_v2,sr_cyrl,cyr2lat,sr_0070,,0.00125,0.986193
protectai_v2,sr_cyrl,cyr2lat,sr_0071,,0.003938,0.996126
protectai_v2,sr_cyrl,cyr2lat,sr_0072,,0.000273,0.990884
protectai_v2,sr_cyrl,cyr2lat,sr_0073,,0.000702,0.260691
protectai_v2,sr_cyrl,cyr2lat,sr_0074,,0.000807,0.02755
protectai_v2,sr_cyrl,cyr2lat,sr_0075,,0.015153,0.880656
protectai_v2,sr_cyrl,cyr2lat,sr_0076,,0.422368,0.996891
protectai_v2,sr_cyrl,cyr2lat,sr_0077,,0.020567,0.978737
protectai_v2,sr_cyrl,cyr2lat,sr_0078,,0.012227,0.994926
protectai_v2,sr_cyrl,cyr2lat,sr_0079,,0.003851,0.939231
protectai_v2,sr_cyrl,cyr2lat,sr_0080,,0.003109,0.953464
protectai_v2,sr_cyrl,cyr2lat,sr_0081,,0.002262,0.958055
protectai_v2,sr_cyrl,cyr2lat,sr_0082,,0.013539,0.997501
protectai_v2,sr_cyrl,cyr2lat,sr_0083,,0.003033,0.858925
protectai_v2,sr_cyrl,cyr2lat,sr_0084,,0.000226,0.996877
protectai_v2,sr_cyrl,cyr2lat,sr_0085,,0.006508,0.983111
protectai_v2,sr_cyrl,cyr2lat,sr_0086,,0.019278,0.998276
protectai_v2,sr_cyrl,cyr2lat,sr_0087,,0.001124,0.373958
protectai_v2,sr_cyrl,cyr2lat,sr_0088,,0.000797,0.982834
protectai_v2,sr_cyrl,cyr2lat,sr_0089,,0.038587,0.993075
protectai_v2,sr_cyrl,cyr2lat,sr_0090,,0.023867,0.96615
protectai_v2,sr_cyrl,cyr2lat,sr_0091,,0.130927,0.982004
protectai_v2,sr_cyrl,cyr2lat,sr_0092,,0.000535,0.703229
protectai_v2,sr_cyrl,cyr2lat,sr_0093,,0.040158,0.993928
protectai_v2,sr_cyrl,cyr2lat,sr_0094,,0.000177,0.022688
protectai_v2,sr_cyrl,cyr2lat,sr_0095,,0.003545,0.950643
protectai_v2,sr_cyrl,cyr2lat,sr_0096,,0.010293,0.991599
protectai_v2,sr_cyrl,cyr2lat,sr_0097,,0.000646,0.986134
protectai_v2,sr_cyrl,cyr2lat,sr_0098,,0.000469,0.340091
protectai_v2,sr_cyrl,cyr2lat,sr_0099,,0.000493,0.950799
protectai_v2,sr_cyrl,cyr2lat,sr_0100,,0.001032,0.966437
protectai_v2,sr_cyrl,cyr2lat,sr_0101,,0.003415,0.997157
protectai_v2,sr_cyrl,cyr2lat,sr_0102,,0.000256,0.981567
protectai_v2,sr_cyrl,cyr2lat,sr_0103,,0.002527,0.921738
protectai_v2,sr_cyrl,cyr2lat,sr_0104,,0.000889,0.989042
protectai_v2,sr_cyrl,cyr2lat,sr_0105,,0.001068,0.939168
protectai_v2,sr_cyrl,cyr2lat,sr_0106,,0.002396,0.992585
protectai_v2,sr_cyrl,cyr2lat,sr_0107,,0.007615,0.941331
protectai_v2,sr_cyrl,cyr2lat,sr_0108,,0.002109,0.98842
protectai_v2,sr_cyrl,cyr2lat,sr_0109,,0.00341,0.991169
protectai_v2,sr_cyrl,cyr2lat,sr_0110,,0.017714,0.997879
protectai_v2,sr_cyrl,cyr2lat,sr_0111,,0.005918,0.997028
protectai_v2,sr_cyrl,cyr2lat,sr_0112,,0.001297,0.97954
protectai_v2,sr_cyrl,cyr2lat,sr_0113,,0.007928,0.971607
protectai_v2,sr_cyrl,cyr2lat,sr_0114,,0.044904,0.990222
protectai_v2,sr_cyrl,cyr2lat,sr_0115,,0.038203,0.993729
protectai_v2,sr_cyrl,cyr2lat,sr_0116,,0.000827,0.994914
protectai_v2,sr_cyrl,cyr2lat,sr_0117,,0.004349,0.996011
protectai_v2,sr_cyrl,cyr2lat,sr_0118,,0.009618,0.965947
protectai_v2,sr_cyrl,cyr2lat,sr_0119,,0.003553,0.997304
protectai_v2,sr_cyrl,cyr2lat,sr_0120,,0.005023,0.952357
protectai_v2,sr_cyrl,cyr2lat,sr_0121,,0.009985,0.990215
protectai_v2,sr_cyrl,cyr2lat,sr_0122,,0.006766,0.989579
protectai_v2,sr_cyrl,cyr2lat,sr_0123,,0.020138,0.986858
protectai_v2,sr_cyrl,cyr2lat,sr_0124,,0.19872,0.997159
protectai_v2,sr_cyrl,cyr2lat,sr_0125,,0.021862,0.991089
protectai_v2,sr_cyrl,cyr2lat,sr_0126,,0.097055,0.997764
protectai_v2,sr_cyrl,cyr2lat,sr_0127,,0.032141,0.988437
protectai_v2,sr_cyrl,cyr2lat,sr_0128,,0.014869,0.987356
protectai_v2,sr_cyrl,cyr2lat,sr_0129,,0.015821,0.98914
protectai_v2,sr_cyrl,cyr2lat,sr_0130,,0.007656,0.935635
protectai_v2,sr_cyrl,cyr2lat,sr_0131,,0.075489,0.985466
protectai_v2,sr_cyrl,cyr2lat,sr_0132,,0.011791,0.979412
protectai_v2,sr_cyrl,cyr2lat,sr_0133,,0.431028,0.996784
protectai_v2,sr_cyrl,cyr2lat,sr_0134,,0.038332,0.995906
protectai_v2,sr_cyrl,cyr2lat,sr_0135,,0.004691,0.957821
protectai_v2,sr_cyrl,cyr2lat,sr_0136,,0.086552,0.996353
protectai_v2,sr_cyrl,cyr2lat,sr_0137,,0.107406,0.995733
protectai_v2,sr_cyrl,cyr2lat,sr_0138,,0.012497,0.903041
protectai_v2,sr_cyrl,cyr2lat,sr_0139,,0.007011,0.963093
protectai_v2,sr_cyrl,cyr2lat,sr_0140,,0.164991,0.998508
protectai_v2,sr_cyrl,cyr2lat,sr_0141,,0.000721,0.992908
protectai_v2,sr_cyrl,cyr2lat,sr_0142,,0.060734,0.994461
protectai_v2,sr_cyrl,cyr2lat,sr_0143,,0.002586,0.802236
protectai_v2,sr_cyrl,cyr2lat,sr_0144,,0.007759,0.722088
protectai_v2,sr_cyrl,cyr2lat,sr_0145,,0.001069,0.565264
protectai_v2,sr_cyrl,cyr2lat,sr_0146,,0.00153,0.905978
protectai_v2,sr_cyrl,cyr2lat,sr_0147,,0.009681,0.971925
protectai_v2,sr_cyrl,cyr2lat,sr_0148,,0.024101,0.996849
protectai_v2,sr_cyrl,cyr2lat,sr_0149,,0.004502,0.963056
